Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Romy Grieve,F,SBD,Raw,,,,FR-O,75.4,76,152.5,162.5,167.5,,167.5,87.5,92.5,-95,,92.5,200,210,215,,215,475,4,461.34,450.06,395.81,94.00,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Holly Thompson,F,SBD,Raw,24,24-34,24-39,FR-O,68.5,69,112.5,117.5,120,,120,77.5,82.5,85,,85,145,-150,-150,,145,350,30,358.30,353.50,311.75,72.81,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Bethany Cave,F,SBD,Raw,,,,FR-O,65.7,69,125,132.5,-137.5,,132.5,65,70,-72.5,,70,142.5,147.5,-150,,147.5,350,29,367.08,364.30,321.50,74.60,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Katharine Dancy,F,SBD,Raw,31.5,24-34,24-39,FR-O,68.5,69,120,130,-137.5,,130,47.5,52.5,-57.5,,52.5,155,170,180,,180,362.5,27,371.10,366.12,322.88,75.41,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Charlotte Painter,F,SBD,Raw,,,,FR-O,65.8,69,140,145,-147.5,,145,60,62.5,-67.5,,62.5,160,-170,-170,,160,367.5,26,385.09,382.08,337.19,78.26,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Fiona MacGregor,F,SBD,Raw,,,,FR-O,67.9,69,145,155,-162.5,,155,70,75,77.5,,77.5,140,150,-155,,150,382.5,20,393.55,388.74,342.89,79.96,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jade Stubbs,F,SBD,Raw,25.5,24-34,24-39,FR-O,68.5,69,147.5,-155,-155,,147.5,85,90,92.5,,92.5,135,145,-155,,145,385,19,394.13,388.85,342.92,80.09,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lauren Tickell,F,SBD,Raw,23.5,24-34,24-39,FR-O,67.5,69,135,142.5,147.5,,147.5,75,80,-85,,80,145,157.5,165,,165,392.5,18,405.21,400.59,353.38,82.33,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tina Lansdell,F,SBD,Raw,,,,FR-O,67.5,69,135,142.5,150,,150,65,70,75,,75,165,175,-180,,175,400,16,412.96,408.25,360.13,83.91,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jessica Mustow,F,SBD,Raw,23.5,24-34,24-39,FR-O,66.2,69,130,137.5,145,,145,75,80,85,,85,150,160,170,,170,400,15,417.66,414.03,365.35,84.87,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Rachel Knight #1,F,SBD,Raw,29.5,24-34,24-39,FR-O,68.8,69,130,137.5,140,,140,75,80,82.5,,82.5,170,182.5,-187.5,,182.5,405,14,413.58,407.79,359.60,84.04,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lisa Kells,F,SBD,Raw,28.5,24-34,24-39,FR-O,67.5,69,140,150,-160,,150,70,72.5,-75,,72.5,170,185,-190,,185,407.5,12,420.70,415.90,366.88,85.48,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Sharon J Sandford,F,SBD,Raw,,,,FR-O,66.1,69,135,142.5,147.5,,147.5,77.5,82.5,-87.5,,82.5,160,172.5,180,,180,410,11,428.48,424.85,374.91,87.07,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tamara Whittaker,F,SBD,Raw,39.5,35-39,,FR-O,66.1,69,-145,-145,145,,145,-75,77.5,82.5,,82.5,190,202.5,210,,210,437.5,7,457.22,453.35,400.05,92.91,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Emira Shakirova,F,SBD,Raw,21.5,20-23,19-23,FR-O,61.1,63,115,-125,-125,,115,80,85,-87.5,,85,142.5,-150,-150,,142.5,342.5,13,375.38,376.53,332.61,76.46,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Laura Fairgrieve,F,SBD,Raw,28.5,24-34,24-39,FR-O,61.7,63,-122.5,122.5,130,,130,70,75,-77.5,,75,142.5,152.5,157.5,,157.5,362.5,12,394.89,395.54,349.36,80.40,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Beth Hills,F,SBD,Raw,30,24-34,24-39,FR-O,57.2,63,140,-145,-145,,140,70,75,80,,80,140,150,-160,,150,370,11,422.94,428.17,378.58,86.56,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Erica Leon,F,SBD,Raw,31.5,24-34,24-39,FR-O,62.6,63,145,-152.5,152.5,,152.5,80,82.5,85,,85,157.5,167.5,175,,175,412.5,6,445.38,445.15,393.11,90.62,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Philippa Kelsey,F,SBD,Raw,,,,FR-O,57,57,100,-110,110,,110,55,60,-62.5,,60,120,130,-135,,130,300,24,343.71,348.12,307.82,70.37,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Shane Harger,F,SBD,Raw,38.5,35-39,24-39,FR-O,56.6,57,95,-100,-100,,95,60,-65,65,,65,140,145,-147.5,,145,305,22,351.05,355.88,314.72,71.92,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Christina Bull,F,SBD,Raw,27.5,24-34,24-39,FR-O,56,57,102.5,112.5,-117.5,,112.5,57.5,62.5,65,,65,115,127.5,-132.5,,127.5,305,21,353.53,358.86,317.43,72.51,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kelly Canones,F,SBD,Raw,28.5,24-34,24-39,FR-O,55.1,57,115,-125,-125,,115,57.5,62.5,65,,65,127.5,132.5,137.5,,137.5,317.5,19,372.01,378.35,334.78,76.44,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Morag Campbell,F,SBD,Raw,,,,FR-O,53.6,57,107.5,115,-120,,115,52.5,57.5,62.5,,62.5,132.5,140,-142.5,,140,317.5,18,379.01,386.60,342.34,78.16,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Beatriz Santos,F,SBD,Raw,,,,FR-O,56.2,57,117.5,122.5,125,,125,55,60,62.5,,62.5,122.5,130,135,,135,322.5,17,372.94,378.40,334.68,76.46,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kathryn Whichelow,F,SBD,Raw,,,,FR-O,55.4,57,110,115,-117.5,,115,57.5,60,62.5,,62.5,140,145,-152.5,,145,322.5,16,376.50,382.67,338.57,77.32,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Alex Hooker,F,SBD,Raw,32.5,24-34,24-39,FR-O,56.3,57,100,110,117.5,,117.5,52.5,57.5,60,,60,135,145,150,,150,327.5,15,378.27,383.73,339.39,77.54,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lucy Bird,F,SBD,Raw,,,,FR-O,55.3,57,105,112.5,117.5,,117.5,52.5,60,62.5,,62.5,137.5,147.5,-152.5,,147.5,327.5,14,382.80,389.16,344.32,78.63,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Joelle Tung,F,SBD,Raw,,,,FR-O,53.4,57,117.5,122.5,127.5,,127.5,50,52.5,55,,55,-135,137.5,145,,145,327.5,13,391.95,399.94,354.19,80.87,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Sarah Foong,F,SBD,Raw,31.5,24-34,24-39,FR-O,53.9,57,110,115,120,,120,52.5,57.5,60,,60,-135,140,150,,150,330,12,392.44,400.07,354.21,80.87,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Catherine A Wilson,F,SBD,Raw,,,,FR-O,55.5,57,102.5,110,115,,115,52.5,57.5,60,,60,160,-170,-170,,160,335,11,390.62,396.94,351.18,80.20,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kerin Yee,F,SBD,Raw,24,24-34,24-39,FR-O,56.1,57,115,122.5,130,,130,62.5,67.5,70,,70,145,155,-160,,155,355,8,411.00,417.11,368.94,84.28,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Natalie Jeal,F,SBD,Raw,,,,FR-O,55.6,57,145,150,-155,,150,55,57.5,60,,60,140,-150,150,,150,360,7,419.27,425.96,376.84,86.06,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Christy Bond,F,SBD,Raw,32,24-34,24-39,FR-O,50.8,52,-107.5,112.5,-117.5,,112.5,45,47.5,52.5,,52.5,122.5,130,135,,135,300,8,371.70,380.76,337.84,77.31,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Maryam Farooq,F,SBD,Raw,24.5,24-34,24-39,FR-O,50.9,52,90,97.5,100,,100,55,60,65,,65,127.5,135,140,,140,305,7,377.37,386.53,342.92,78.46,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jing Sun,F,SBD,Raw,45.5,45-49,40-49,FR-O,66.1,69,132.5,140,-142.5,,140,-65,65,-70,,65,135,150,-160,,150,355,28,371.00,367.86,324.62,75.39,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Charlie Moore #1,M,SBD,Raw,,,,MR-O,117.3,120,225,237.5,245,,245,140,150,-157.5,,150,285,307.5,-325,,307.5,702.5,27,406.57,406.10,388.99,82.48,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jay Batten,M,SBD,Raw,28.5,24-34,24-39,MR-O,92.7,93,252.5,267.5,275,,275,152.5,160,165,,165,300,315,-330,,315,755,13,481.12,475.01,454.69,98.93,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Luke Warner,M,SBD,Raw,29.5,24-34,24-39,MR-O,73.3,74,-182.5,182.5,-197.5,,182.5,140,150,-152.5,,150,237.5,250,260,,260,592.5,21,431.43,429.10,415.02,87.42,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Laura Kutilkova,F,SBD,Raw,25.5,24-34,24-39,FR-O,71.7,76,125,132.5,140,,140,65,70,-72.5,,70,175,185,-190,,185,395,26,394.16,386.61,340.58,80.16,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kiera Smith,F,SBD,Raw,21.5,20-23,19-23,FR-O,67.5,69,140,150,-160,,150,72.5,75,-77.5,,75,145,155,-160,,155,380,21,392.31,387.84,342.13,79.71,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Nicole Pickford,F,SBD,Raw,,,,FR-O,62.1,63,-135,-137.5,140,,140,77.5,-82.5,82.5,,82.5,145,157.5,165,,165,387.5,9,420.45,420.74,371.58,85.58,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Allaya Rasul,F,SBD,Raw,22.5,20-23,19-23,FR-O,45.8,47,95,100,-102.5,,100,52.5,55,-57.5,,55,130,137.5,-140,,137.5,292.5,3,390.80,400.70,357.96,83.23,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Alex Stokes,M,SBD,Raw,22.5,20-23,19-23,MR-O,117.9,120,252.5,267.5,280,,280,150,160,-165,,160,280,-297.5,-297.5,,280,720,23,415.97,415.69,398.23,84.35,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Destiny Vincent,M,SBD,Raw,22.5,20-23,19-23,MR-O,102.7,105,220,-230,-230,,220,137.5,145,150,,150,312.5,-332.5,-332.5,,312.5,682.5,43,415.36,411.11,392.55,85.14,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tom Jackson #3,M,SBD,Raw,22.5,20-23,19-23,MR-O,103.7,105,240,255,267.5,,267.5,162.5,172.5,-175,,172.5,250,270,280,,280,720,26,436.44,432.16,412.64,89.41,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Peter Mendy,M,SBD,Raw,20,20-23,19-23,MR-O,103.4,105,265,285,295,,295,162.5,-170,170,,170,320,350,-370,,350,815,6,494.61,489.69,467.58,101.35,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Timi Ogunfowokan,M,SBD,Raw,22,20-23,19-23,MR-O,115.4,120,292.5,315,327.5,,327.5,180,190,195,,195,312.5,332.5,350,,350,872.5,5,507.83,506.50,484.89,103.19,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Sam Cook #1,M,SBD,Raw,,,,MR-O,103.2,105,270,290,300,,300,167.5,177.5,182.5,,182.5,295,320,-335,,320,802.5,8,487.41,482.53,460.74,99.88,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Josh Martin #9,M,SBD,Raw,21.5,20-23,19-23,MR-O,91.5,93,232.5,242.5,250,,250,-137.5,142.5,150,,150,250,262.5,275,,275,675,37,432.88,427.37,409.30,89.01,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Thomas Skillicorn,M,SBD,Raw,21,20-23,19-23,MR-O,91.5,93,255,272.5,282.5,,282.5,145,155,-157.5,,155,305,325,-330,,325,762.5,10,488.99,482.77,462.36,100.55,Yes,Isle of Man,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Emmanuel Olatunji,M,SBD,Raw,21,20-23,19-23,MR-O,92.7,93,240,255,262.5,,262.5,160,167.5,170,,170,310,325,-342.5,,325,757.5,12,482.71,476.59,456.20,99.25,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Megan Redshaw,F,SBD,Raw,19.5,20-23,19-23,FR-O,51.5,52,95,102.5,-107.5,,102.5,-52.5,55,-57.5,,55,125,132.5,-140,,132.5,290,9,355.87,364.23,322.98,73.84,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Olayemi Ajose-Adeogun,M,SBD,Raw,28.5,24-34,24-39,MR-O,100.4,105,267.5,282.5,292.5,,292.5,190,197.5,-205,,197.5,282.5,295,305,,305,795,10,488.49,483.06,461.35,100.24,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Daniel Mills #1,M,SBD,Raw,35.5,35-39,24-39,MR-O,71.5,74,215,220,225,,225,160,165,-172.5,,165,225,235,-245,,235,625,13,462.70,460.94,446.29,93.41,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Nathan Britton,M,SBD,Raw,21.5,20-23,19-23,MR-O,180,120+,290,307.5,315,,315,215,225,-230,,225,-237.5,245,260,,260,800,8,410.30,430.54,402.90,79.65,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Talia Firth,F,SBD,Raw,32,24-34,24-39,FR-O,98,84+,-167.5,170,-175,,170,-97.5,97.5,102.5,,102.5,170,180,187.5,,187.5,460,10,395.68,385.35,331.87,82.50,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Annabel Barr,F,SBD,Raw,28,24-34,24-39,FR-O,74.3,76,130,137.5,142.5,,142.5,75,80,82.5,,82.5,155,165,-170,,165,390,28,381.75,372.95,328.18,77.73,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Marianna Pinter,F,SBD,Raw,38,35-39,24-39,FR-O,75.7,76,130,140,150,,150,92.5,97.5,-102.5,,97.5,155,165,172.5,,172.5,420,15,407.08,396.97,349.07,82.96,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Hannah Middlebrook,F,SBD,Raw,25.5,24-34,24-39,FR-O,68,69,127.5,-132.5,-132.5,,127.5,77.5,-80,-80,,77.5,160,167.5,172.5,,172.5,377.5,23,388.08,383.26,338.04,78.85,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Louise Bray,F,SBD,Raw,28.5,24-34,24-39,FR-O,67,69,145,155,-165,,155,100,105,107.5,,107.5,157.5,170,-175,,170,432.5,8,448.44,443.79,391.53,91.12,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Emily Westray,F,SBD,Raw,27,24-34,24-39,FR-G,49.8,52,102.5,107.5,-110,,107.5,65,70,72.5,,72.5,112.5,120,-130,,120,300,G,376.98,386.56,343.32,78.71,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Molly Winter,F,SBD,Raw,21,20-23,19-23,FR-O,69,69,125,132.5,135,,135,80,85,87.5,,87.5,132.5,142.5,150,,150,372.5,25,379.76,374.30,330.05,77.17,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Megan Davenport,F,SBD,Raw,23,20-23,19-23,FR-O,47.8,52,95,100,105,,105,65,70,-75,,70,117.5,125,130,,130,305,6,394.79,405.19,360.75,83.16,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Katie Baker #1,F,SBD,Raw,30,24-34,24-39,FR-O,81.5,84,145,152.5,-160,,152.5,90,95,-97.5,,95,145,152.5,160,,160,407.5,16,380.46,369.11,323.34,77.90,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jamie Cadogan,M,SBD,Raw,23.5,24-34,24-39,MR-O,90.5,93,275,-287.5,-290,,275,175,180,-182.5,,180,250,275,-282.5,,275,730,17,470.71,464.72,445.29,96.78,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Katie Paskin,F,SBD,Raw,43,40-44,40-49,FR-O,46,47,87.5,95,97.5,,97.5,47.5,52.5,55,,55,120,130,135,,135,287.5,4,382.86,392.64,350.63,81.44,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tarrin Wilson,M,SBD,Raw,22.5,20-23,19-23,MR-O,104.4,105,237.5,252.5,-257.5,,252.5,165,172.5,-177.5,,172.5,260,-275,275,,275,700,37,423.15,419.14,400.22,86.66,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Luke Paranal,M,SBD,Raw,24,24-34,24-39,MR-O,83,83,240,-252.5,-252.5,,240,137.5,145,147.5,,147.5,305,325,332.5,,332.5,720,4,486.06,480.60,462.30,99.67,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Adam Hibbert,M,SBD,Raw,22,20-23,19-23,MR-O,76.9,83,-210,215,225,,225,117.5,125,130,,130,235,245,255,,255,610,19,430.79,427.29,412.42,87.79,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ryan Yarnell,M,SBD,Raw,19.5,20-23,19-23,MR-O,73.9,74,225,245,-250,,245,-132.5,140,145,,145,250,-270,270,,270,660,7,478.03,475.20,459.45,96.96,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kate Mitchell,F,SBD,Raw,22.5,20-23,19-23,FR-O,78.2,84,160,167.5,172.5,,172.5,72.5,77.5,80,,80,170,180,-185,,180,432.5,11,412.22,400.90,352.01,84.16,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Louis Amoroso,M,SBD,Raw,,,,MR-O,103.8,105,242.5,260,275,,275,147.5,155,-160,,155,265,285,-300,,285,715,31,433.23,429.01,409.64,88.75,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jameliah Oseki-Simms,F,SBD,Raw,20.5,20-23,19-23,FR-O,112.6,84+,160,170,177.5,,177.5,97.5,102.5,107.5,,107.5,172.5,187.5,200,,200,485,8,396.72,392.46,333.71,84.12,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ethan Grigor,M,SBD,Raw,26,24-34,24-39,MR-O,104.1,105,232.5,245,252.5,,252.5,145,150,-155,,150,247.5,262.5,-277.5,,262.5,665,45,402.46,398.59,380.60,82.43,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ricards Hibsfelds,M,SBD,Raw,,,,MR-O,92.4,93,225,245,250,,250,147.5,157.5,162.5,,162.5,240,257.5,262.5,,262.5,675,39,430.81,425.34,407.20,88.58,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Brandon Reynolds #1,M,SBD,Raw,23.5,24-34,24-39,MR-O,99.8,105,225,240,250,,250,145,152.5,160,,160,275,290,-305,,290,700,38,431.24,426.35,407.23,88.51,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Nicolas Ribeiro,M,SBD,Raw,21,20-23,19-23,MR-O,91.3,93,-230,240,247.5,,247.5,147.5,155,-160,,155,290,315,-340,,315,717.5,24,460.63,454.77,435.58,94.72,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Stephen Dixon,M,SBD,Raw,25.5,24-34,24-39,MR-O,89.6,93,215,230,237.5,,237.5,137.5,145,150,,150,257.5,272.5,-285,,272.5,660,41,427.72,422.30,404.81,87.93,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Francesca Bond,F,SBD,Raw,,,,FR-O,75.6,76,130,140,-147.5,,140,75,80,85,,85,155,165,175,,175,400,24,387.96,378.38,332.73,79.06,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Maryam Agoro,F,SBD,Raw,21.5,20-23,19-23,FR-O,72,76,155,165,170,,170,75,77.5,-80,,77.5,172.5,-182.5,-182.5,,172.5,420,14,418.15,409.94,361.09,85.05,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lauren Skeates,F,SBD,Raw,22,20-23,19-23,FR-O,73.8,76,135,142.5,150,,150,77.5,82.5,87.5,,87.5,157.5,165,170,,170,407.5,21,400.32,391.37,344.47,81.49,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Gemma Smith,F,SBD,Raw,22.5,20-23,19-23,FR-O,67.9,69,125,132.5,140,,140,65,70,75,,75,142.5,152.5,160,,160,375,24,385.83,381.12,336.16,78.40,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ali Whitwell,F,SBD,Raw,25.5,24-34,24-39,FR-O,68.4,69,132.5,142.5,145,,145,62.5,67.5,-70,,67.5,165,177.5,185,,185,397.5,17,407.27,401.89,354.43,82.76,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Scott Walton,M,SBD,Raw,22.5,20-23,19-23,MR-O,73.9,74,210,220,225,,225,157.5,167.5,170,,170,230,-245,-245,,230,625,14,452.68,450.00,435.09,91.82,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Emily Caton,F,SBD,Raw,23.5,24-34,24-39,FR-O,50.9,52,-122.5,125,130,,130,65,70,-72.5,,70,150,157.5,165,,165,365,4,451.61,462.57,410.39,93.90,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Curtis McLaren,M,SBD,Raw,30,24-34,24-39,MR-O,116.8,120,305,317.5,325,,325,175,185,-195,,185,320,-337.5,-337.5,,320,830,7,481.06,480.33,460.02,97.64,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Leanne Mackenzie,F,SBD,Raw,32,24-34,24-39,FR-O,103,84+,207.5,220,225,,225,82.5,87.5,90,,90,-165,165,175,,175,490,7,413.46,404.63,346.28,86.72,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Aquinn Onuoha,F,SBD,Raw,27.5,24-34,24-39,FR-O,113.9,84+,217.5,232.5,242.5,,242.5,102.5,107.5,112.5,,112.5,235,250,263.5,,263.5,618.5,1,504.07,499.36,424.37,107.04,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Grace Burns-Murphy,F,SBD,Raw,29.5,24-34,24-39,FR-O,74.7,76,155,165,-172.5,,165,77.5,82.5,85,,85,162.5,172.5,-182.5,,172.5,422.5,13,412.38,402.66,354.25,83.99,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Charlotte DeVal,F,SBD,Raw,,,,FR-O,73.9,76,152.5,160,165,,165,82.5,87.5,90,,90,167.5,177.5,-180,,177.5,432.5,10,424.57,415.02,365.27,86.43,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
